rxn	y
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.IC1=CN=CC=C1>>	0.04592619
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CC=C(CC)C=C1>>	0.0
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(CC)C=C1>>	0.06581267
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2.IC1=CN=CC=C1>>	0.16383606
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CC=C(C(F)(F)F)C=C1>>	0.17889506
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.58864105
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.15164912
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(C(F)(F)F)C=C1>>	0.0
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(C(F)(F)F)C=C1>>	0.20962724
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2.IC1=NC=CC=C1>>	0.5839892
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(CC)C=C1>>	0.62163687
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=NC=CC=C1>>	0.021453049
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C(OCC)=O)=NO1.CN1CCCN2C1=NCCC2.IC1=NC=CC=C1>>	0.93874544
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=NC=CC=C1>>	0.22548743
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(OC)C=C1>>	0.0029505622
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(C(F)(F)F)C=C1>>	0.28786933
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(C(F)(F)F)C=C1>>	0.24234827
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2.ClC1=CC=C(CC)C=C1>>	0.13654093
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2.ClC1=NC=CC=C1>>	0.40011874
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.IC1=CC=C(OC)C=C1>>	0.029742772
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(CC)C=C1>>	0.5490008
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2.ClC1=CN=CC=C1>>	0.12672235
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2.ClC1=CN=CC=C1>>	0.21700391
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2.ClC1=CN=CC=C1>>	0.28907168
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(C(F)(F)F)C=C1>>	0.059284296
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CN=CC=C1>>	0.4058294
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2.IC1=CC=C(C(F)(F)F)C=C1>>	0.40271142
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(C(F)(F)F)C=C1>>	0.40367755
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CN=CC=C1>>	0.018596012
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.32023045
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN1CCCN2C1=NCCC2.ClC1=CC=C(OC)C=C1>>	0.0049264217
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(CC)C=C1>>	0.67480654
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN1CCCN2C1=NCCC2.IC1=CC=C(C(F)(F)F)C=C1>>	0.51116824
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CC=C(C(F)(F)F)C=C1>>	0.09295517
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=C(C(OCC)=O)C=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CN=CC=C1>>	0.01445872
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C(OCC)=O)=NO1.CN1CCCN2C1=NCCC2.IC1=CC=C(CC)C=C1>>	0.80711
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=NC=CC=C1>>	0.6665248
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(C(F)(F)F)C=C1>>	0.47024268
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.IC1=CC=C(CC)C=C1>>	0.102235496
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(OC)C=C1>>	0.50108343
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2.ClC1=CN=CC=C1>>	0.02310619
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=NC=CC=C1>>	0.1059566
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=NC=CC=C1>>	0.22494881
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(C(F)(F)F)C=C1>>	0.35923892
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CN=CC=C1>>	0.0
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(OC)C=C1>>	0.010354073
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CN1CCCN2C1=NCCC2.ClC1=CN=CC=C1>>	0.067772605
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN1CCCN2C1=NCCC2.IC1=CC=C(C(F)(F)F)C=C1>>	0.45156386
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2.ClC1=CC=C(CC)C=C1>>	0.0
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.6546892
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CC=C(CC)C=C1>>	0.016669506
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=NC=CC=C1>>	0.13791001
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(CC)C=C1>>	0.057489112
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2.ClC1=NC=CC=C1>>	0.07156167
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(C(F)(F)F)C=C1>>	0.019182485
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(C(F)(F)F)C=C1>>	0.18538016
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(CC)C=C1>>	0.31818372
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=NC=CC=C1>>	0.6468492
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CN=CC=C1>>	0.2929764
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CCOC(C1=CON=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(OC)C=C1>>	0.007478475
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=NC=CC=C1>>	0.74499846
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(CC)C=C1>>	0.023502748
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(CC)C=C1>>	0.6643295
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.45982897
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.69079363
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=NC=CC=C1>>	0.28171355
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2.ClC1=CC=C(CC)C=C1>>	0.035257056
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.026274918
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.423015
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C12=CON=C1C=CC=C2.CN1CCCN2C1=NCCC2.IC1=CN=CC=C1>>	0.05085671
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.BrC1=CC=C(C(F)(F)F)C=C1>>	0.1984794
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.2583583
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2.IC1=CC=C(OC)C=C1>>	0.56135046
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2.IC1=CC=C(C(F)(F)F)C=C1>>	0.5424579
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(C(F)(F)F)C=C1>>	0.116562605
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(OC)C=C1>>	0.35199696
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CC=C(CC)C=C1>>	0.019325953
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=CC=C(OC)C=C1>>	0.3802063
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.IC1=CN=CC=C1>>	0.5437432
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.BrC1=NC=CC=C1>>	0.6325759
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=CON=C1C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.IC1=CC=C(C(F)(F)F)C=C1>>	0.032809805
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2.ClC1=NC=CC=C1>>	0.3236908
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(OC)C=C1>>	0.2084644
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CC(C)(C)/N=C(N(C)C)/N(C)C.ClC1=CN=CC=C1>>	0.07666526
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2.ClC1=CC=C(CC)C=C1>>	0.16249001
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=NOC=C1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.33710903
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=CON=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C.IC1=CC=C(OC)C=C1>>	0.019332023
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.ClC1=CC=C(C(F)(F)F)C=C1>>	0.09322132
CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2.BrC1=CC=C(CC)C=C1>>	0.6984953
